item_id,has_error,strict_v1_correct,strict_v2_correct,answer_type,question_type_if_available,entropy,parse_failed,max_entropy,span_m_disp,span_t_disp,label_m,label_t,human_label_if_available,human_truth_if_available,extraction_status_if_available,error_location_if_available,error_type_if_available,image_path_if_available,n_red_spans,red_spans_approx_only,answer_type_either_side,truth_span_len,model_span_len,answer_shape,truth_span_bucket,mcq_vs_open
207,True,True,True,single_expression,free_response,1.0549201679861442,False,False,5\cdot y + 0\cdot x - 2 = 0,5 \cdot y + 0 \cdot x - 2 = 0,"sympy:eq((0*x + 5*y) - 2, 0)","sympy:eq((0*x + 5*y) - 2, 0)",true_correct,correct,,,,,4,\( 0 \cdot y + 1 \cdot x + 5 = 0 \) | \( 0 \cdot y + 1 \cdot y - 2 = 0 \) | \( 0 \cdot y + 2 \cdot x - 3 = 0 \),numeric_or_expression,29,27,simple_value,medium_11-30,free_response
208,False,False,False,system_answer,free_response,0.5004024235381879,False,False,3x^2 = -4y,"x^2 = -4\left(\frac{1}{3}\right)y, \quad \text{i.e.,} \quad 3x^2 = -4y.","sympy:eq(3*x**2, -4*y)","sympy:eq(x**2, -4*y/3)",true_correct,correct,extraction_ok,,,,1,"We can also observe that the point (2, -3) lies in the fourt",system_answer,71,10,structured_or_prose,long_31-100,free_response
209,True,False,False,single_expression,free_response,0.9502705392332348,True,False,The perimeter of the park is 1600 m,},text:the perimeter of the park is 1600 m,text:},extraction_issue,indeterminate,extraction_issue,,,,1,The perimeter of the park is 1600 m.,text_conclusion,1,35,simple_value,tiny_<=3,free_response
210,True,True,True,single_expression,free_response,0.5004024235381879,False,False,B = 45^\circ,B = 45^\circ,"sympy:eq(b, 45**circ)","sympy:eq(b, 45**circ)",,,,,,,3,\(\cos (A + B) = 60^\circ \quad (2)\) | \(A = 75^\circ\) | \(B = 45^\circ\),numeric_or_expression,12,12,simple_value,medium_11-30,free_response
211,True,False,False,text_conclusion,free_response,1.6094379124341005,False,True,7\hat{a} = 7\left( \frac{1}{\sqrt{5}}\hat{i} - \frac{2}{\sqrt{5}}\hat{j} \right) = \frac{7}{\sqrt{5}}\hat{i} - \frac{14}{\sqrt{5}}\hat{j}.,7\hat{a} = 7 \left( \frac{1}{\sqrt{5}} \hat{i} - \frac{2}{\sqrt{5}} \hat{j} \right) = \frac{7}{\sqrt{5}} \hat{i} - \frac{14}{\sqrt{5}} \hat{j} \textcolor{red}{\text{ cm}}.,text:7\hat{a} = 7( \frac{1}{\sqrt{5}}\hat{i} - \frac{2}{\sqrt{5}}\hat{j} ) = \frac{7}{\sqrt{5}}\hat{i} - \frac{14}{\sqrt{5}}\hat{j},text:7\hat{a} = 7 ( \frac{1}{\sqrt{5}} \hat{i} - \frac{2}{\sqrt{5}} \hat{j} ) = \frac{7}{\sqrt{5}} \hat{i} - \frac{14}{\sqrt{5}} \hat{j} cm,extraction_issue,indeterminate,,,,,1,\text{ cm},text_conclusion,171,138,structured_or_prose,very_long_>100,free_response
212,True,False,False,single_expression,free_response,1.3321790402101223,False,False,= z_1^2 + 2z_1z_2 + z_2^2.,= z_1^2 + 2z_1z_2 + \textcolor{red}{z_2^3}.,text:= z_1^2 + 2z_1z_2 + z_2^2,text:= z_1^2 + 2z_1z_2 + z_2^3,notation_misread,wrong,,,,,1,z_2^3,numeric_or_expression,43,26,simple_value,long_31-100,free_response
213,True,True,True,mcq_option,mcq,0.0,False,False,option c,option c,text:option c,text:option c,true_correct,correct,,,,,2,\frac{90}{85} | 90 : 85,mcq_option,8,8,simple_value,short_4-10,mcq
214,False,True,True,mcq_option,mcq,0.0,False,False,option a,option a,text:option a,text:option a,true_correct,correct,,,,,2,"Additionally, numbers like 3 and 5 are not factors of all di | Note that 48 can be factored into 2 and 24, and 92 can be fa",mcq_option,8,8,simple_value,short_4-10,mcq
215,True,True,True,multi_value,free_response,0.6730116670092565,True,False,"\frac{3}{\sqrt{77}}, \frac{-2}{\sqrt{77}}, \frac{8}{\sqrt{77}}","\frac{3}{\sqrt{77}}, \quad \frac{-2}{\sqrt{77}}, \quad \frac{8}{\sqrt{77}}.",sympy:3/(sqrt(77)),sympy:3/(sqrt(77)),true_correct,correct,extraction_ok,,,,1,direction ratios,multi_value,75,62,structured_or_prose,long_31-100,free_response
216,False,True,True,single_expression,free_response,1.3321790402101223,False,False,(A + B)C = AC + BC,(A + B)C = AC + BC,"sympy:eq(c*(a + b), a*c + b*c)","sympy:eq(c*(a + b), a*c + b*c)",true_correct,correct,,,,,0,,numeric_or_expression,18,18,simple_value,medium_11-30,free_response
217,False,False,False,system_answer,free_response,1.3321790402101223,False,False,b = \frac{33}{4},\textcolor{red}{a} = \frac{3}{4} \quad \textcolor{red}{\text{and}} \quad \textcolor{red}{b} = \frac{33}{4}.,"sympy:eq(b, 33/4)",text:a = \frac{3}{4} and b = \frac{33}{4},true_correct,correct,extraction_ok,,,,9,a | a | b,system_answer,107,16,structured_or_prose,very_long_>100,free_response
218,True,False,False,mcq_option,mcq,0.0,False,False,option a,\text{A},text:option a,sympy:a,extraction_issue,indeterminate,,,,,1,21,mcq_option,8,8,simple_value,short_4-10,mcq
219,False,True,True,single_expression,free_response,0.0,False,False,x = \frac{5}{3},x = \frac{5}{3},"sympy:eq(x, 5/3)","sympy:eq(x, 5/3)",extraction_issue,indeterminate,,,,,20,"(a, b) | a | b",numeric_or_expression,15,15,simple_value,medium_11-30,free_response
220,True,False,False,set_answer,free_response,1.6094379124341005,False,True,"\{(x, y, z) : (x, y, z \in R) \}","\mathbb{R} \times \mathbb{R} \times \mathbb{R} = \{(x, y, z) : x, y, \textcolor{red}{z} \in \mathbb{R}\}","text:\{(x, y, z) : (x, y, z \in r) \}","text:\mathbb{r} \times \mathbb{r} \times \mathbb{r} = \{(x, y, z) : x, y, z \in \mathbb{r}\}",extraction_issue,indeterminate,,,,,2,z | four,set_answer,104,32,structured_or_prose,very_long_>100,free_response
221,True,False,False,single_expression,free_response,0.9502705392332348,True,False,"Therefore, Number of boys = 15",\textcolor{red}{\text{Number of boys}} = \textcolor{red}{15},"text:therefore, number of boys = 15",text:number of boys = 15,,,,,,,4,\text{Number of girls} | 25 | \text{Number of boys},text_conclusion,60,30,simple_value,long_31-100,free_response
222,False,False,False,set_answer,free_response,1.3321790402101223,False,False,"18, 81, 42, 24","Hence, possible orders are \textcolor{red}{1 \times 8, 8 \times 1, 4 \times 2, 2 \times 4}",sympy:18,sympy:h*(e*(n*(c*e))),true_correct,correct,extraction_ok,,,,4,"a \times b | ab | (1, 8), (8, 1), (4, 2), (2, 4)",set_answer,90,14,structured_or_prose,long_31-100,free_response
223,True,True,True,single_expression,free_response,0.5004024235381879,False,False,R_1,R_1,sympy:r_{1},sympy:r_{1},true_correct,correct,extraction_ok,,,,2,"(1, 2) | (2, 3)",numeric_or_expression,3,3,simple_value,tiny_<=3,free_response
224,False,False,False,multi_value,free_response,0.9502705392332348,False,False,\beta,"\textcolor{red}{\text{Also, prime numbers such as 2, 3, 5, and 7 have unique properties that are interesting to study.}}",sympy:beta,sympy:a*(l*(o*s)),extraction_issue,indeterminate,extraction_issue,,,,2,"\text{Additionally, it's important to note that } 7 \times 8 | \text{Also, prime numbers such as 2, 3, 5, and 7 have unique",multi_value,120,5,structured_or_prose,very_long_>100,free_response
225,True,False,True,derivative_equation,free_response,0.9502705392332348,True,False,\frac{dS}{dt} = \frac{36}{10} = 3.6 \text{ cm}^2/\text{s},"\frac{dS}{dt} = \frac{36}{10} = 3.6 \, \text{cm}^2/\text{s}",text:\frac{ds}{dt} = \frac{36}{10} = 3.6 cm^2/s,"text:\frac{ds}{dt} = \frac{36}{10} = 3.6 \, cm^2/s",true_correct,correct,extraction_ok,,,,1,\text{assuming } x > 0,derivative_equation,59,57,structured_or_prose,long_31-100,free_response
226,False,True,True,mcq_option,mcq,0.5004024235381879,False,False,option b,option b,text:option b,text:option b,true_correct,correct,,,,,1,"Since the square root of 36 is 6, and 36 is also a perfect s",mcq_option,8,8,simple_value,short_4-10,mcq
227,True,False,False,single_expression,free_response,1.6094379124341005,False,True,=\left(2y-2\right)^{3} \quad \text{(required factorisation)},= \textcolor{red}{(2y - 2)^3} \quad \textcolor{red}{\text{(required factorisation)}},text:=(2y-2)^{3} (required factorisation),text:= (2y - 2)^3 (required factorisation),,,,,,,2,(2y - 2)^3 | \text{(required factorisation)},numeric_or_expression,84,60,simple_value,long_31-100,free_response
228,False,False,False,single_expression,free_response,1.6094379124341005,True,True,& \quad \quad \frac{1}{M_{1}} \times \frac{1}{M_{2}} = -1 \implies \frac{1}{M_{1}} \times \frac{1}{M_{2}} = -1 \text{ or } x = -6,\frac{1}{3} \times \frac{12}{x - 8} = -1 \quad \text{or} \quad x = 4.,text:\frac{1}{m_{1}} \times \frac{1}{m_{2}} = -1 \implies \frac{1}{m_{1}} \times \frac{1}{m_{2}} = -1 or x = -6,text:\frac{1}{3} \times \frac{12}{x - 8} = -1 or x = 4,notation_misread,wrong,,,,,4,"For completeness, note that the sum of the coordinates for t | (-2 + 6) + (4 + 8) = 2 + 12 = 14 | Interestingly, the product of the differences in y-coordinat",text_conclusion,69,129,simple_value,long_31-100,free_response
229,False,True,True,single_expression,free_response,0.0,False,False,t = 1,\textcolor{red}{t} = 1,"sympy:eq(t, 1)","sympy:eq(t, 1)",true_correct,correct,extraction_ok,,,,12,f(t) | t | t,numeric_or_expression,22,5,simple_value,medium_11-30,free_response
230,False,False,False,system_answer,free_response,1.6094379124341005,False,True,"x^2 = 4(z)z, \text{i.e.,} x^2 = 8z.","x^2 = 4(2)\textcolor{red}{z}, \quad \text{i.e.,} \quad x^2 = 8\textcolor{red}{z}.","sympy:eq(x**2, 4*(z*z))","sympy:eq(x**2, 4*(2*z))",true_correct,correct,extraction_ok,,,,5,\( z \) | \( z \) | z,system_answer,81,35,structured_or_prose,long_31-100,free_response
231,False,False,False,text_conclusion,free_response,1.6094379124341005,False,True,\frac{1}{|\vec{b}|}(\vec{a}.\vec{b}) = \frac{10}{\sqrt{6}} = \frac{5}{3}\sqrt{6},\frac{1}{|\vec{b}|} (\vec{a} \cdot \vec{b}) = \frac{10}{\sqrt{6}} = \frac{5}{3}\sqrt{6},sympy:1/abs(b*vec),text:\frac{1}{|\vec{b}|} (\vec{a} \cdot \vec{b}) = \frac{10}{\sqrt{6}} = \frac{5}{3}\sqrt{6},,,,,,,0,,text_conclusion,87,80,structured_or_prose,long_31-100,free_response
232,True,False,True,text_conclusion,free_response,0.9502705392332348,False,False,\frac{1}{3^{-2}} \: = \frac{1}{3 \times (-2)} \: = \frac{1}{-6},\frac{1}{3^{-2}} = \frac{1}{3 \times (-2)} = \textcolor{red}{\frac{1}{-6}},text:\frac{1}{3^{-2}} \: = \frac{1}{3 \times (-2)} \: = \frac{1}{-6},text:\frac{1}{3^{-2}} = \frac{1}{3 \times (-2)} = \textcolor{red}{\frac{1}{-6}},true_correct,correct,extraction_ok,,,,2,-6 | \frac{1}{-6},text_conclusion,74,63,structured_or_prose,long_31-100,free_response
233,False,True,True,mcq_option,mcq,0.0,False,False,option a,option a,text:option a,text:option a,true_correct,correct,,,,,1,The number 7 is a prime number.,mcq_option,8,8,simple_value,short_4-10,mcq
234,True,False,False,single_expression,mcq,1.6094379124341005,False,True,&= 1 - P(A)P(B^{'}),= 1 - \textcolor{red}{P(A)} P(B'),text:= 1 - p(a)p(b^{'}),text:= 1 - p(a) p(b'),extraction_issue,indeterminate,,,,,1,P(A),numeric_or_expression,33,19,simple_value,long_31-100,mcq
235,True,False,False,text_conclusion,free_response,1.6094379124341005,False,True,\overrightarrow{OR} = \frac{2(\vec{a} + \vec{b}) - (3\vec{a} - 2\vec{b})}{2-1} = 5\vec{b} - \vec{a}.,\overline{OR} = \frac{2(\vec{a} + \vec{b}) - (3\vec{a} - \textcolor{red}{3}\vec{b})}{2 - 1} = \textcolor{red}{5\vec{b}} - \vec{a},text:\overrightarrow{or} = \frac{2(\vec{a} + \vec{b}) - (3\vec{a} - 2\vec{b})}{2-1} = 5\vec{b} - \vec{a},text:\overline{or} = \frac{2(\vec{a} + \vec{b}) - (3\vec{a} - 3\vec{b})}{2 - 1} = \textcolor{red}{5\vec{b}} - \vec{a},,,,,,,4,3 | 6\vec{a} + \vec{b} | 3,text_conclusion,129,100,structured_or_prose,very_long_>100,free_response
236,False,False,False,text_conclusion,free_response,1.3321790402101223,True,False,-2 \times 5 = 10 = \frac{\text{constant term}}{1},\text{product of zeroes} = (-2) \times (-5) = 10 = \frac{\text{Constant term}}{1} \text{ (Coefficient of } \textcolor{red}{y}^2\text{)}.,text:-2 \times 5 = 10 = \frac{constant term}{1},text:product of zeroes = (-2) \times (-5) = 10 = \frac{constant term}{1} (coefficient of y^2),extraction_issue,indeterminate,,,,,15,y | y | y,text_conclusion,136,49,structured_or_prose,very_long_>100,free_response
237,True,False,False,mcq_option,mcq,0.6730116670092565,False,False,"x = 3, -3",(b),"sympy:eq(x, 3)",sympy:b,extraction_issue,indeterminate,,,,,1,8,mcq_option,3,9,simple_value,tiny_<=3,mcq
238,False,False,False,single_expression,free_response,1.6094379124341005,False,True,\Delta = q^2 - 4pr = (-9)^2 - (4 \times 2 \times 3) = 81 - 24 = 57,\textcolor{red}{q^2 - 4pr} = (-4)^2 - (4 \times 2 \times 3) = 16 - 24 = -8 < 0,text:\delta = q^2 - 4pr = (-9)^2 - (4 \times 2 \times 3) = 81 - 24 = 57,text:q^2 - 4pr = (-4)^2 - (4 \times 2 \times 3) = 16 - 24 = -8 < 0,extraction_issue,indeterminate,,,,,5,px^2 + qx + r | p = 2 | q = -4,numeric_or_expression,78,66,simple_value,long_31-100,free_response
239,False,True,False,single_expression,free_response,0.5004024235381879,True,False,L.H.S = 9e^{-3x} + (-3e^{-3x}) - 6e^{-3x} = 9e^{-3x} - 9e^{-3x} = 0 = R.H.S.,\text{L.H.S.} = 9 e^{-3x} + (-3e^{-3x}) - 6e^{-3x} = 9 e^{-3x} - 9 e^{-3x} = 0 = \text{R.H.S.}.,sympy:l,sympy:l,true_correct,correct,extraction_ok,,,,0,,numeric_or_expression,95,76,simple_value,long_31-100,free_response
240,True,False,False,system_answer,free_response,1.6094379124341005,True,True,"\frac{1}{2} \begin{vmatrix}
1 & 3 & 1 \\
0 & 0 & 1 \\
K & 0 & 1 
\end{vmatrix} = \pm 3.","\textcolor{red}{\frac{3k}{2}} = \pm 3, \quad \text{i.e.,} \quad k = \pm 2.",text:\frac{1}{2} \begin{vmatrix} 1 3 1 0 0 1 k 0 1 \end{vmatrix} = \pm 3,"sympy:eq(textcolor*(((3*k)/2)*(r*(d*e))), pm*3)",extraction_issue,indeterminate,extraction_issue,,,,1,\frac{3k}{2},system_answer,74,87,structured_or_prose,long_31-100,free_response
241,False,False,False,single_expression,free_response,1.0549201679861442,False,False,n = -\frac{4}{3},r = -\frac{4}{3},"sympy:eq(n, -4/3)","sympy:eq(r, -4/3)",extraction_issue,indeterminate,,,,,1,"We can also note that if $a = 0$, the terms of the G.P. woul",numeric_or_expression,16,16,simple_value,medium_11-30,free_response
242,False,True,True,single_expression,free_response,0.9502705392332348,False,False,d = -1,d = -1,"sympy:eq(d, -1)","sympy:eq(d, -1)",true_correct,correct,,,,,2,It is interesting to note that the series is decreasing. | If we consider another sequence with a different common diff,numeric_or_expression,6,6,simple_value,short_4-10,free_response
243,False,False,False,single_expression,free_response,0.6730116670092565,False,False,"Therefore, R is an equivalence relation",R,"text:therefore, r is an equivalence relation",sympy:r,true_correct,correct,extraction_ok,,,,12,"\( (A, B) \) | \( B \) | \( A \)",multi_value,1,39,simple_value,tiny_<=3,free_response
244,True,True,True,single_expression,free_response,0.9502705392332348,False,False,B',\textcolor{red}{B'},sympy:b',sympy:b',true_correct,correct,extraction_ok,,,,1,B',numeric_or_expression,19,2,simple_value,medium_11-30,free_response
245,True,False,False,system_answer,free_response,0.9502705392332348,False,False,50y^2 - 88x^2 = 275,"\frac{y^2}{\frac{11}{4}} - \frac{x^2}{\textcolor{red}{\frac{25}{2}}} = 1, \text{ i.e., } \textcolor{red}{50}y^2 - \textcolor{red}{88}x^2 = 275.","sympy:eq(-88*x**2 + 50*y**2, 275)","text:\frac{y^2}{\frac{11}{4}} - \frac{x^2}{\textcolor{red}{\frac{25}{2}}} = 1, i.e., 50y^2 - 88x^2 = 275",true_correct,correct,extraction_ok,,,,4,\frac{25}{2} | \frac{25}{2} | 50,system_answer,143,19,structured_or_prose,very_long_>100,free_response
246,False,False,False,single_expression,free_response,0.9502705392332348,False,False,x,\textcolor{red}{3x + 5} = 44,sympy:x,"sympy:eq(3*x + 5, 44)",extraction_issue,indeterminate,extraction_issue,,,,6,x | 3x | 3x,numeric_or_expression,28,1,simple_value,medium_11-30,free_response
247,True,True,True,mcq_option,mcq,0.0,False,False,option d,option d,text:option d,text:option d,true_correct,correct,,,,,8,\text{Total amount after 3 years} | = \text{Rs.} 815. | \text{Principal},mcq_option,8,8,simple_value,short_4-10,mcq
248,True,True,True,single_expression,free_response,1.0549201679861442,False,False,"4\pi r^2 = 4 \times \frac{22}{7} \times 7 \times 7 \, \text{cm}^2 = 615.75 \, \text{cm}^2","4\pi r^2 = 4 \times \frac{22}{7} \times 7 \times 7 \, \text{cm}^2 = \textcolor{red}{615.75 \, \text{cm}^2}","text:4\pi r^2 = 4 \times \frac{22}{7} \times 7 \times 7 \, cm^2 = 615.75 \, cm^2","text:4\pi r^2 = 4 \times \frac{22}{7} \times 7 \times 7 \, cm^2 = 615.75 \, cm^2",true_correct,correct,,,,,1,"615.75 \, \text{cm}^2",numeric_or_expression,106,89,simple_value,very_long_>100,free_response
249,True,False,False,derivative_equation,free_response,0.9502705392332348,False,False,\frac{d}{dx}(a^x) = a^x \log a,\frac{d}{dx}(a^x) = a^x \textcolor{red}{x \log a},"sympy:eq(derivative(a**x, x), a**x*log(a, e))","sympy:eq(derivative(a**x, x), a**x*(x*log(a, e)))",extraction_issue,indeterminate,,,,,3,x \log a | x \log a | x \log a,derivative_equation,49,30,structured_or_prose,long_31-100,free_response
250,False,True,True,single_expression,free_response,0.5004024235381879,False,False,R,R,sympy:r,sympy:r,extraction_issue,indeterminate,extraction_issue,,,,6,AB | BC | AC,numeric_or_expression,1,1,simple_value,tiny_<=3,free_response
251,True,False,False,set_answer,free_response,1.3321790402101223,False,False,"\{1, -2\}","\{\textcolor{red}{y}, -2\}","text:\{1, -2\}","text:\{y, -2\}",notation_misread,wrong,,,,,2,y | y,set_answer,26,9,structured_or_prose,medium_11-30,free_response
252,False,True,True,mcq_option,mcq,0.5004024235381879,False,False,option c,option c,text:option c,text:option c,true_correct,correct,,,,,1,Note that the distance covered with the current is greater b,mcq_option,8,8,simple_value,short_4-10,mcq
253,False,False,False,derivative_equation,free_response,1.6094379124341005,False,True,\dfrac{dy}{dx} = \dfrac{\dfrac{dy}{d\theta}}{\dfrac{dx}{d\theta}} = \dfrac{3a\sin^{5}\theta\cos\theta}{-3a\cos^{5}\theta\sin\theta} = -\tan\theta = -\dfrac{3\sqrt{y}}{x},\frac{dy}{dx} = \frac{dy/d\theta}{dx/d\theta} = \frac{3a \sin^2 \theta \cos \theta}{-3a \cos^2 \theta \sin \theta} = -\tan \theta = -\frac{\sqrt[3]{y}}{x},text:\dfrac{dy}{dx} = \dfrac{\dfrac{dy}{d\theta}}{\dfrac{dx}{d\theta}} = \dfrac{3a\sin^{5}\theta\cos\theta}{-3a\cos^{5}\theta\sin\theta} = -\tan\theta = -\dfrac{3\sqrt{y}}{x},text:\frac{dy}{dx} = \frac{dy/d\theta}{dx/d\theta} = \frac{3a \sin^2 \theta \cos \theta}{-3a \cos^2 \theta \sin \theta} = -\tan \theta = -\frac{\sqrt[3]{y}}{x},extraction_issue,indeterminate,,,,,0,,derivative_equation,154,169,structured_or_prose,very_long_>100,free_response
254,False,True,True,numeric,free_response,0.9502705392332348,False,False,2^4,2^4,sympy:2**4,sympy:2**4,true_correct,correct,extraction_ok,,,,0,,numeric_or_expression,3,3,simple_value,tiny_<=3,free_response
255,True,False,False,numeric,free_response,1.6094379124341005,False,True,86 < F < 95,\textcolor{red}{94}^\circ,text:86 < f < 95,sympy:94**circ,notation_misread,wrong,,,,,6,59 | 62 | 91,numeric_or_expression,25,11,simple_value,medium_11-30,free_response
256,True,False,False,single_expression,free_response,1.6094379124341005,True,True,g\circ f(5) &= g(f(5)) = g(5)=11,g \circ f(5) = g(f(5)) = g(5) = 11.,text:g\circ f(5) = g(f(5)) = g(5)=11,text:g \circ f(5) = g(f(5)) = g(5) = 11,,,,,,,2,g(3 = 7 | g(4 = 7,numeric_or_expression,35,32,simple_value,long_31-100,free_response
257,True,False,False,single_expression,free_response,0.9502705392332348,False,False,V = \frac{2}{3} \times \frac{22}{7} \times 3.5 \times 3.5 \text{ cm}^2 = 25.67 \text{ cm}^3,"V = \frac{2}{3} \times \frac{22}{7} \times 3.5 \times 3.5 \, \text{cm}^3 = 25.67 \, \text{cm}^3",text:v = \frac{2}{3} \times \frac{22}{7} \times 3.5 \times 3.5 cm^2 = 25.67 cm^3,"text:v = \frac{2}{3} \times \frac{22}{7} \times 3.5 \times 3.5 \, cm^3 = 25.67 \, cm^3",,,,,,,1,\pi r^2,numeric_or_expression,95,91,simple_value,long_31-100,free_response
258,True,True,False,single_expression,free_response,1.3321790402101223,False,False,\frac{63}{25} + \frac{16}{25}i,\frac{63}{25} + \frac{16}{25} i.,sympy:(16/25)*i + 63/25,sympy:(16/25)*i + 63/25,true_correct,correct,extraction_ok,,,,2,\frac{48 - 36i + 20i + 15}{16 + 9} | \frac{6 + 9i - 4i + 6}{2 - i + 4i + 2},numeric_or_expression,32,30,simple_value,long_31-100,free_response
259,False,True,True,single_expression,free_response,0.5004024235381879,False,False,(2x - y + z)(2x - y + z).,(2x - y + z)(2x - y + z).,sympy:(z + (2*x - y))*(z + (2*x - y)),sympy:(z + (2*x - y))*(z + (2*x - y)),,,,,,,0,,numeric_or_expression,25,25,simple_value,medium_11-30,free_response
260,True,True,True,single_expression,free_response,0.6730116670092565,False,False,x - 3 > 0,x-3 > 0,sympy:x - 3 > 0,sympy:x - 3 > 0,,,,,,,1,"Assume that \(x > 3\), so \(x-3 > 0\) and we don't need to w",numeric_or_expression,7,9,simple_value,short_4-10,free_response
261,False,True,True,mcq_option,mcq,0.9502705392332348,False,False,option c,option c,text:option c,text:option c,true_correct,correct,,,,,1,"\text{Here, } P = 100 \text{ and } \text{Rate} = 12\%",mcq_option,8,8,simple_value,short_4-10,mcq
262,True,False,False,text_conclusion,free_response,1.6094379124341005,False,True,= 7 + 84 + 210 + 140 + 1 = 442,\binom{4}{3} \times \binom{7}{2} + \binom{4}{4} \times \binom{7}{1} = 84 + 7 = 91,text:= 7 + 84 + 210 + 140 + 1 = 442,text:\binom{4}{3} \times \binom{7}{2} + \binom{4}{4} \times \binom{7}{1} = 84 + 7 = 91,notation_misread,wrong,,,,,3,\binom{7}{1} \times \binom{4}{4} + \binom{7}{2} \times \bino | 7 + 84 + 210 + 140 + 1 | 442,text_conclusion,81,30,structured_or_prose,long_31-100,free_response
263,True,False,False,system_answer,free_response,1.3321790402101223,False,False,z=k1,"x = \textcolor{red}{x2}, \quad y = 2, \quad z = \textcolor{red}{k1}.","sympy:eq(z, k*1)","sympy:eq(x, x*2)",extraction_issue,indeterminate,extraction_issue,,,,2,x2 | k1,system_answer,68,4,structured_or_prose,long_31-100,free_response
264,True,False,False,single_expression,free_response,0.9502705392332348,False,False,"Solving (1) and (2), we get: A = 45^\circ and B = 15^\circ",B = 15^\circ,"text:solving (1) and (2), we get: a = 45^\circ and b = 15^\circ","sympy:eq(b, 15**circ)",true_correct,correct,extraction_ok,,,,1,3 \cdot 10^\circ,system_answer,12,58,simple_value,medium_11-30,free_response
265,False,False,False,numeric,free_response,0.9502705392332348,False,False,y = 13,13,"sympy:eq(y, 13)",sympy:13,true_correct,correct,extraction_ok,,,,0,,numeric_or_expression,2,6,simple_value,tiny_<=3,free_response
266,True,True,True,mcq_option,mcq,0.6730116670092565,True,False,option d,option d,text:option d,text:option d,true_correct,correct,,,,,3,500 | 1600 | 4000,mcq_option,8,8,simple_value,short_4-10,mcq
267,False,True,True,mcq_option,mcq,0.5004024235381879,False,False,option b,option b,text:option b,text:option b,,,,,,,4,"Additionally, to verify the speed conversion, we can use the | \text{Speed (m/sec)} = \text{Speed (km/hr)} \times \frac{5}{ | So, \( 54 \times \frac{5}{18} = 3 \times 5 = 15 \) m/sec.",mcq_option,8,8,simple_value,short_4-10,mcq
268,False,True,True,mcq_option,mcq,0.5004024235381879,False,False,option a,option a,text:option a,text:option a,true_correct,correct,,,,,1,"Also, recall that the sum of the squares of any two real num",mcq_option,8,8,simple_value,short_4-10,mcq
269,True,False,False,single_expression,free_response,1.3321790402101223,True,False,x = \frac{49}{29},x,"sympy:eq(x, 49/29)",sympy:x,extraction_issue,indeterminate,extraction_issue,,,,1,"\text{Therefore, the value of \(x\) is } x = \frac{49}{29}.",numeric_or_expression,1,17,simple_value,tiny_<=3,free_response
270,True,True,True,mcq_option,mcq,0.0,False,False,option b,option b,text:option b,text:option b,,,,,,,4,Option B | Angle traced by minute hand in 60 minutes = 360°. | Angle traced by minute hand in 10 minutes = $\left( \frac{36,mcq_option,8,8,simple_value,short_4-10,mcq
271,True,False,False,text_conclusion,free_response,0.0,False,False,25,\left( \frac{2}{3} \right)^{-2} = \frac{2^{-2}}{3^{-2}} = \frac{3^{2}}{2^{2}} = \frac{9}{4} = \textcolor{red}{2.25},sympy:25,text:( \frac{2}{3} )^{-2} = \frac{2^{-2}}{3^{-2}} = \frac{3^{2}}{2^{2}} = \frac{9}{4} = 2.25,true_wrong,wrong,extraction_ok,,,,1,2.25,text_conclusion,115,2,structured_or_prose,very_long_>100,free_response
272,True,False,True,text_conclusion,free_response,1.6094379124341005,False,True,S_5 = 3\left(1-\left(\frac{2}{3}\right)^5\right) = 3\times \frac{211}{243} = \frac{121}{81},S_5 = 3\left(1 - \left(\frac{2}{3}\right)^5\right) = 3 \times \frac{211}{243} = \textcolor{red}{\frac{121}{81}}.,text:s_5 = 3(1-(\frac{2}{3})^5) = 3\times \frac{211}{243} = \frac{121}{81},text:s_5 = 3(1 - (\frac{2}{3})^5) = 3 \times \frac{211}{243} = \textcolor{red}{\frac{121}{81}},true_correct,correct,extraction_ok,,,,1,\frac{121}{81},text_conclusion,112,91,structured_or_prose,very_long_>100,free_response
273,True,False,False,single_expression,free_response,1.3321790402101223,False,False,},\frac{\textcolor{red}{2}}{4},text:},sympy:2/4,extraction_issue,indeterminate,extraction_issue,,,,2,2 | 2,numeric_or_expression,28,1,simple_value,medium_11-30,free_response
274,False,False,False,single_expression,free_response,0.9502705392332348,False,False,P(E \cap F) = P(E) \cdot P(F),F,"sympy:eq(p(e*(cap*f)), p(e)*p(f))",sympy:f,extraction_issue,indeterminate,extraction_issue,,,,2,"Note that a die has six faces and each face shows a differen | Additionally, the probability of rolling an odd number is \(",set_answer,1,29,simple_value,tiny_<=3,free_response
275,True,False,True,derivative_equation,free_response,1.6094379124341005,True,True,\frac{ds}{dt} = \frac{36}{10} = 3.6 \text{ cm}^2 \text{/s},"\frac{dS}{dt} = \frac{36}{10} = 3.6 \, \text{cm}^2/\text{s}",text:\frac{ds}{dt} = \frac{36}{10} = 3.6 cm^2 /s,"text:\frac{ds}{dt} = \frac{36}{10} = 3.6 \, cm^2/s",true_correct,correct,extraction_ok,,,,3,y | y | y,derivative_equation,59,58,structured_or_prose,long_31-100,free_response
